"NAME","Compañía telefónica","Tecnología","null","Memoria Interna","A prueba de agua","Clasificación Procesador","Cámara frontal","Cámara trasera","Procesador","Tipo de monitor","Resistencia máxima sumergible","Pantalla Touch","Cámaras Integradas","Internet / Multimedia","Garantía del fabricante - Partes","Garantía del fabricante - Mano de Obra","Modelo","Color de Producto","Gama de color","Nombre del Producto","Marca","EAN/UPC","Wireless Charging","Tipo de pantalla","Interfaz","Carga inalámbrica","Modelo de celular","Tarjeta de expansión","Phone Memory (RAM)","Ranura de la tarjeta multimedia","Alto Producto","Ancho Producto","Profundidad Producto","Peso Producto","A prueba de golpes","Salida de auriculares","Tipo de Batería","Usage Time(s)","Sincronización"
"Huawei - Y8S - Verde (Telcel)","TELCEL","4G","Sí","64 GB","No","","","","HiSilicon, Kirin 710, Octa core: 4 x 2.2GHz + 4 x 1.7GHz","Acelerómetro, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","HUAWEI JKM-LX3 Y8S VERDE","Verde","Verde","Huawei - Y8S - Verde (Telcel)","Huawei","7506227337163","","LTPS-LCD","","","","","4 GB","","16.2 cm","7.7 cm","8.1 cm","0.180 kg","No","","iones de Litio","","SmartThings"
"Motorola - Moto G8 Plus - Azul (AT&T)","AT&T","4G LTE","Sí","64 GB","No","","25 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2019-2","","Azul","Motorola - Moto G8 Plus - Azul (AT&T)","Motorola","7501882626966","","","USB Type C","","","","","","","","","","","","iones de Litio","",""
"Samsung - Galaxy A9 - Negro (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","Qualcomm","24 megapixels","24 megapixels","Snapdragon 660","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Gestos, Sensor de Luz Ambiental, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung Galaxy A9","Negro","Negro","Samsung - Galaxy A9 - Negro (Telcel)","Samsung","7506227332588","","Super AMOLED","USB Type C","","","Micro SIM","6 GB","microSD","","","","","No","","iones de Litio","",""
"Apple - iPhone XS Max - 256 GB Reacondicionado - Gris Espacial (Desbloqueado)","Desbloqueado","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS Max","Gris Espacial","Gris","Apple - iPhone XS Max - 256 GB Reacondicionado - Gris Espacial (Desbloqueado)","Apple","7502285315754","","Super Retina HD display","Lightning","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","iones de Litio","",""
"Samsung - Galaxy A31 - Negro","Movistar","2G, 3G, LTE","Sí","128 GB","No","Samsung","20 megapixels","48 megapixels","MT6768  Octa-Core","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A315GZKMMXO","Negro","Negro","Samsung - Galaxy A31 - Negro","Samsung","8806090480379","","AMOLED","USB Type C","","","","4 GB","","15.9 cm","7.3 cm","0.86 cm","0.185 kg","No","","iones de Litio","20","SmartThings"
"Samsung - Galaxy Note 10 Plus  [Último modelo] - Blanco (Desbloqueado)","Desbloqueado","4G","Sí","256 GB","Sí","Samsung","10 megapixels","16 megapixels","","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy Note 10 Plus","Blanco","Blanco","Samsung - Galaxy Note 10 Plus  [Último modelo] - Blanco (Desbloqueado)","Samsung","7502285315006","Sí","AMOLED","USB","Qi","Samsung Galaxy Note10+","Nano SIM","12 GB","microSD","","","","","","","iones de Litio","","Bixby"
"Honor - Honor View 20 128 GB - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","","25 megapixels","48 megapixels","Kirin 980","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, WHDI","1 Año","1 Año","Huawei Honor 20","Azul","Azul","Honor - Honor View 20 128 GB - Azul (Desbloqueado)","Honor","7502285312784","","IPS-LCD","","","","","6 GB","","","","","","","","iones de Litio","",""
"Huawei - Honor 9 - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","","8 megapixels","20 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","HUAWEI HONOR 9 64GB AZUL","Azul","Azul","Huawei - Honor 9 - Azul (Desbloqueado)","Honor","7502281542482","","OLED","","","Huawei Honor","","4 GB","","","","","","","","","",""
"Samsung - Galaxy A60 128GB - Desbloqueado -Negro","","4G","Sí","128 GB","No","","32 megapixels","16 megapixels","2Ghz Octa-Core","Acelerómetro, Brújula","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SAMSUNG GALAXY A60 128GB NEGRO","Negro","Negro","Samsung - Galaxy A60 128GB - Desbloqueado -Negro","Samsung","7502285312722","","TFT-LCD","","","","","","","","","","","No","","iones de Litio","","SmartThings"
"Motorola - Moto G8 - Azul (Desbloqueado)","Desbloqueado","4G","Sí","64 GB","No","Motorola","","","Qualcomm Snapdragon 665","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","XT2045-1","Azul","Azul","Motorola - Moto G8 - Azul (Desbloqueado)","Motorola","723755139954","","IPS-LCD","USB Type C","","","","4 GB","","16.1 cm","","7.5 cm","0.188 kg","","","iones de Litio","60","SmartThings"
"Apple - iPhone X 256 GB Reaconcionado - Gris Espacial - (Desbloqueado)","Desbloqueado","4G","Sí","256 GB","Sí","Apple","7 megapixels","","A12 Bionic chip con arquitectura de 64 bits","Acelerómetro, Barómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth","3 Meses","3 Meses","iPhone X","Gris Espacial","Space Gray","Apple - iPhone X 256 GB Reaconcionado - Gris Espacial - (Desbloqueado)","Apple","7502283016066","","Retina","Lightning","","Apple iPhone X","Nano SIM","","Ninguna","14.3 cm","7 cm","0.77 cm","0.174 kg","","","iones de Litio","",""
"Samsung - Galaxy A11 - Negro","Movistar","2G, 3G, LTE","Sí","48 GB","No","","8 megapixels","13 megapixels","SDM450, Octa-core (8 núcleos a 1.8 GHz)","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A115MZKEMXO","Negro","Negro","Samsung - Galaxy A11 - Negro","Samsung","8806090540257","","AMOLED","USB Type C","","","","3 GB","","","","","0.110 kg","No","","iones de Litio","","SmartThings"
"Samsung - Galaxy Note 20 Mystic 4G - Gris","Movistar","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.9 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","SM-N980FZAMMXO","","Gris","Samsung - Galaxy Note 20 Mystic 4G - Gris","Samsung","8806090634543","","","USB Type C","Qi","Samsung Galaxy Note20 5G","","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Honor - Honor 8X - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","No Aplicable","16 megapixels","20 megapixels","Kirin 710","Acelerómetro, Barómetro, Sensor de Gestos, Sensor de Luz Ambiental","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Honor 8X","Azul","Azul","Honor - Honor 8X - Azul (Desbloqueado)","Honor","6901443266876","","","Otro","","","","4 GB","microSD","","","","","","","iones de Litio","",""
"Samsung - Galaxy Note 10 Lite - 128 GB - Plata","","2G, 3G, 4G, 4G LTE, GSM, LTE, WCDMA (UMTS)","Sí","128 GB","No","","32 megapixels","12 megapixels","Octa-Core","Acelerómetro, Hall effect sensor, RGB light sensor, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Plata","Samsung - Galaxy Note 10 Lite - 128 GB - Plata","Samsung","8806090279171","","Super AMOLED","USB Type C","","Samsung Galaxy Note10","Nano SIM","6 GB","microSD","","7.6 cm","","","","","","",""
"Apple - iPhone XS - 512 GB Reacondicionado - Plata (Desbloqueado) [Online]","Desbloqueado","4G LTE","Sí","512 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Plata","Plata","Apple - iPhone XS - 512 GB Reacondicionado - Plata (Desbloqueado) [Online]","Apple","7502285318946","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Honor - Honor 9A - Verde (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","","8 megapixels","13 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","MOA-LX9N","","Verde","Honor - Honor 9A - Verde (Desbloqueado)","Honor","6972453163035","","","","","","","2 GB","","","","","","","","","",""
"Samsung - Galaxy Note 20 Ultra 4G - Bronce","Movistar","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.92 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","","","Bronce","Samsung - Galaxy Note 20 Ultra 4G - Bronce","Samsung","8806090648991","Sí","AMOLED","USB Type C","","Samsung Galaxy Note20 Ultra 5G","Nano SIM","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Motorola - Moto G7 - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","Qualcomm Snapdragon","12 megapixels","8 megapixels","632","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Motorola Moto G7","Negro","Negro","Motorola - Moto G7 - Negro (Desbloqueado)","Motorola","723755130920","","IPS-LCD","USB 2.0","","","Nano SIM","4 GB","microSD","","","","","No","Sí","iones de Litio","","Google Assistant"
"Samsung - Galaxy Note 10 Lite - 128 GB - Rojo","","2G, 3G, 4G, 4G LTE, GSM, LTE, WCDMA (UMTS)","Sí","128 GB","No","","32 megapixels","12 megapixels","Octa-Core","Acelerómetro, Barómetro, Brújula, Sensor de Gestos, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy Note 10 Lite","Rojo","Rojo","Samsung - Galaxy Note 10 Lite - 128 GB - Rojo","Samsung","8806090279423","","Super AMOLED Plus","USB Type C","","Samsung Galaxy Note10","Nano SIM","6 GB","microSD","16.3 cm","7.6 cm","0.8 cm","0.199 kg","","","","",""
"Samsung - Galaxy Note 9 - 512 GB - Cobre (Desbloqueado)","Desbloqueado","4G LTE","Sí","512 GB","Sí","Samsung","8 megapixels","12 megapixels","Exynos 9810","Acelerómetro, Barómetro, Hall effect sensor, Magnetómetro, Sensor Geomagnético, Sensor de Luz Ambiental, Sensor de huellas dactilares, Sensor de ritmo cardíaco","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","SM-N9600ZKL","Cobre","Café","Samsung - Galaxy Note 9 - 512 GB - Cobre (Desbloqueado)","Samsung","7502285315709","","Super AMOLED","USB Type C","","Samsung Galaxy Note9","","6 GB","microSD","","7.6 cm","","","No","Sí","iones de Litio","",""
"Motorola - Moto G7 - Blanco (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","Qualcomm Snapdragon","12 megapixels","8 megapixels","632","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Motorola Moto G7","Blanco","Blanco","Motorola - Moto G7 - Blanco (Desbloqueado)","Motorola","723755130937","","IPS-LCD","USB 2.0","","","Nano SIM","4 GB","microSD","","","","","No","Sí","iones de Litio","","Google Assistant"
"Samsung - Galaxy Z Flip - 256 GB -  Morado  (Desbloqueado)","Desbloqueado","2G, 3G, 4G, 4G LTE, GSM, WCDMA (UMTS)","Sí","256 GB","No","","10 megapixels","12 megapixels","Octa-Core","Acelerómetro, Barómetro, Hall effect sensor, RGB light sensor, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N","1 Año","1 Año","SM-F700FZPDMXO","MOrado","Morado","Samsung - Galaxy Z Flip - 256 GB -  Morado  (Desbloqueado)","Samsung","8806090308482","","Super AMOLED","USB Type C","","Samsung Galaxy Z Flip","","8 GB","","16.7 cm","7.3 cm","0.7 cm","0.183 kg","","","","",""
"Honor - Honor 8X - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","No Aplicable","16 megapixels","20 megapixels","Kirin 710","Acelerómetro, Barómetro, Sensor de Gestos, Sensor de Luz Ambiental","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Honor 8X","Negro","Negro","Honor - Honor 8X - Negro (Desbloqueado)","Honor","6901443266869","","","Otro","","","","4 GB","microSD","","","","","","","iones de Litio","",""
"Vivo - Vivo Y95 - Rojo (Desbloqueado)  - Dual SIM","Desbloqueado","4G LTE","Sí","64 GB","No","Qualcomm","20 megapixels","13 megapixels","439","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Vivo Y95","Rojo","Rojo","Vivo - Vivo Y95 - Rojo (Desbloqueado)  - Dual SIM","Vivo","7502284459565","","IPS-LCD","Micro USB","","","","4 GB","","","","","","","","iones de Litio","",""
"Apple - iPhone 8 64 GB Reacondicionado - Plata (Desbloqueado)","Desbloqueado","4G","Sí","64 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","5 feet","Sí","Sí. Frontal y trasera","Bluetooth","3 Meses","3 Meses","APPLE IPHONE 8 64GB PLATA REA","Plata","Plata","Apple - iPhone 8 64 GB Reacondicionado - Plata (Desbloqueado)","Apple","7502283015366","","Retina","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Apple - iPhone XS - 256 GB Reacondicionado - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Negro","Negro","Apple - iPhone XS - 256 GB Reacondicionado - Negro (Desbloqueado)","Apple","7502285315792","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Samsung - Galaxy A51 - Blanco","","4G LTE","Sí","128 GB","No","Samsung","32 megapixels","","Exynos 9611","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","Blanco","Blanco","Samsung - Galaxy A51 - Blanco","Samsung","8806090263538","","","","","","","4 GB","","","","","","","","","",""
"Samsung - Galaxy S20 Ultra - Negro","","5G","Sí","128 GB","Sí","Samsung Exynos","40 megapixels","","Exynos 990","","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Negro","Samsung - Galaxy S20 Ultra - Negro","Samsung","8806090305061","Sí","AMOLED","","Qi","","","12 GB","","","","","","","","","","Bixby, Google Assistant"
"Huawei - P30 - Unicornio (Desbloqueado)  - Dual SIM","Desbloqueado","4G LTE","Sí","128 GB","No","No Aplicable","32 megapixels","40 megapixels","Kirin 980","Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Huawei P30","Azul","Azul","Huawei - P30 - Unicornio (Desbloqueado)  - Dual SIM","Huawei","7502285310858","","IPS-LCD","USB","","","Nano SIM","6 GB","microSD","","","","","No","Sí","iones de Litio","",""
"Apple - iPhone XS Max 512 GB Reacondicionado - Dorado (Desbloqueado) [Online]","Desbloqueado","4G LTE","Sí","512 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS Max","Dorado","Dorado","Apple - iPhone XS Max 512 GB Reacondicionado - Dorado (Desbloqueado) [Online]","Apple","7502285319004","","Super Retina HD display","","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","","",""
"Samsung - Galaxy S20 Ultra - Plata","","5G","Sí","128 GB","Sí","Samsung Exynos","40 megapixels","","Exynos 990","","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Plata","Samsung - Galaxy S20 Ultra - Plata","Samsung","8806090304705","Sí","AMOLED","","Qi","","","12 GB","","","","","","","","","","Bixby, Google Assistant"
"Motorola - Moto One Fusion Plus - Azul (Desbloqueado)","Desbloqueado","4G","Sí","128 GB","No","Motorola","","","Snapdragon 730","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","XT2067-2","Azul","Azul","Motorola - Moto One Fusion Plus - Azul (Desbloqueado)","Motorola","840023203107","","LCD","USB Type C","","","","4 GB","","16.2 cm","","7.6 cm","0.210 kg","","","iones de Litio","","SmartThings"
"One Plus - One Plus A6013 6T - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","Qualcomm Snapdragon","16 megapixels","16 megapixels","Snapdragon 845","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","One Plus A6013 One Plus 6T","Negro","Negro","One Plus - One Plus A6013 6T - Negro (Desbloqueado)","Oppo","7502284459428","","AMOLED","","","","","8 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy S20 FE 128GB - Violeta","Movistar","4G","Sí","128 GB","No","","","","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-G780FLVLMXO","","Morado","Samsung - Galaxy S20 FE 128GB - Violeta","Samsung","8806090718106","","AMOLED","USB Type C","","","","6 GB","","6.2 cm","9.4 cm","17.25 cm","0.319 kg","No","","iones de Litio","","Bixby"
"Apple - iPhone XS - 64 GB Reacondicionado - Plata (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Plata","Plata","Apple - iPhone XS - 64 GB Reacondicionado - Plata (Desbloqueado)","Apple","7502285315778","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Xiaomi - Poco F2 Pro - Púrpura","","4G LTE","Sí","128 GB","No","Qualcomm","20 megapixels","64 megapixels","Snapdragon™ 865","Acelerómetro, Brújula, Hall effect sensor, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Xiaomi Poco F2 PRo","Púrpura","Multi","Xiaomi - Poco F2 Pro - Púrpura","Xiaomi","7502288247380","","AMOLED","USB Type C","","","","6 GB","","","","","","","","","",""
"Samsung - Galaxy 01 - Negro","Movistar","2G, 3G, 4G, GSM, LTE, WCDMA (UMTS)","No","16 GB","No","","5 megapixels","13 megapixels","Octa-core","Acelerómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Galaxy 01","","Negro","Samsung - Galaxy 01 - Negro","Samsung","8806090204241","","TFT-LCD","Micro USB","","","Nano SIM","2 GB","microSD","14.6 cm","7 cm","0.8 cm","0.149 kg","","","","","SmartThings"
"Apple - iPhone XS - 64 GB Reacondicionado - Dorado (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Dorado","Dorado","Apple - iPhone XS - 64 GB Reacondicionado - Dorado (Desbloqueado)","Apple","7502285315785","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Xiaomi - M9 SE - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","Qualcomm Snapdragon","20 megapixels","48 megapixels","700","Acelerómetro","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Xiaomi M9 SE","Azul","Azul","Xiaomi - M9 SE - Azul (Desbloqueado)","Xiaomi","7502285318441","","Super AMOLED","","","","","6 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy S20 Plus - 128GB - Negro (Desbloqueado)","Desbloqueado","4G","Sí","128 GB","Sí","Samsung","10 megapixels","","Exynos 990","","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","SAMSUNG GALAXY S20+ 128GB NEGRO","Negro","Negro","Samsung - Galaxy S20 Plus - 128GB - Negro (Desbloqueado)","Samsung","7502288243887","Sí","AMOLED","","Qi","","","8 GB","","","","","0.186 kg","","","","","Bixby, Google Assistant"
"Honor - Honor 9X - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","ARM","16 megapixels","","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","STK-LX3","","Azul","Honor - Honor 9X - Azul (Desbloqueado)","Honor","6901443345229","","TFT-LCD","","","","","6 GB","","","","","","","","","",""
"Samsung - Galaxy A71 - Negro","","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Negro","Negro","Samsung - Galaxy A71 - Negro","Samsung","8806090238598","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Apple - iPhone 8 256 GB Reacondicionado - Gris (Desbloqueado)","Desbloqueado","4G","Sí","256 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","5 feet","Sí","Sí. Frontal y trasera","Bluetooth","3 Meses","3 Meses","APPLE IPHONE 8 256GB GRIS REA","Gris","Gris","Apple - iPhone 8 256 GB Reacondicionado - Gris (Desbloqueado)","Apple","7502283015380","","Retina","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Samsung - Galaxy Note 20 Mystic 4G - Verde","Movistar","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.9 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","SM-N980FZGMMXO","","Verde","Samsung - Galaxy Note 20 Mystic 4G - Verde","Samsung","8806090634468","","","USB Type C","Qi","Samsung Galaxy Note20 5G","","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Samsung - Galaxy A51 - Negro","","4G LTE","Sí","128 GB","No","Samsung","32 megapixels","","Exynos 9611","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A51","Negro","Negro","Samsung - Galaxy A51 - Negro","Samsung","8806090198892","","","","","Samsung Galaxy A51","","4 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy 01 - Rojo","Movistar","2G, 3G, 4G, GSM, LTE, WCDMA (UMTS)","No","16 GB","No","","5 megapixels","13 megapixels","Octa-core","Acelerómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Galaxy 01","","Rojo","Samsung - Galaxy 01 - Rojo","Samsung","8806090204302","","TFT-LCD","Micro USB","","","Nano SIM","2 GB","microSD","14.6 cm","7 cm","0.8 cm","0.149 kg","","","","","SmartThings"
"Motorola - Moto One Action - Gris (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","","12 megapixels","12 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2013-1","Gris","Gris","Motorola - Moto One Action - Gris (Desbloqueado)","Motorola","0723755134669","","","","","","","4 GB","microSD","","","","","","","iones de Litio","",""
"Honor - Honor 9X Lite - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","ARM","8 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","JSN-L23","","Negro","Honor - Honor 9X Lite - Negro (Desbloqueado)","Honor","6901443394036","","","","","","","4 GB","","","","","","","","","",""
"Huawei - Y7P - Negro (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","","48 megapixels","","","","","Sí","Sí. Frontal y trasera","Wireless A","3 meses","3 meses","","","Negro","Huawei - Y7P - Negro (Desbloqueado)","Huawei","6901443371693","","","","","Huawei Y7","","","microSD","","","","","","Sí","iones de Litio","",""
"Apple - iPhone XS - 256 GB Reacondicionado - Dorado (Desbloqueado)","Desbloqueado","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Dorado","Dorado","Apple - iPhone XS - 256 GB Reacondicionado - Dorado (Desbloqueado)","Apple","7502285315815","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
